scenario,year,B,C,I,E,sense,slack,horizon,h2prod,imports,system_cost,obj_bound_dual,h2price,h2value,co2seq,dac,captured_co2,elec_cap,elec_cf,total_onwind,total_offwind,total_solar,total_nuclear,total_h2_storage
1987caba,1987,c,a,b,a,max,0.02,2035,7.433168348978211,58.063687451797215,891321923784.3853,-22.959501821460414,2.048832092093485,464297313.00000554,74999999.991224,0.15116853400697583,85.72975528501554,55957.52841784862,0.8201781262762706,590504.5451250577,324568.309922194,1045339.2673378177,40121.30007745623,424093.1652844507
1987caba,1987,c,a,b,a,min,0.05,2035,-0.0,169.3220636791107,876147505679.9302,,110.78993941337876,-0.0,75000000.00086911,12.468117271640873,79.05629828201972,0.0,,586773.7877830763,273291.55331058666,1025724.2416995682,40121.30594301194,60866.66570541436
1987caba,1987,c,a,b,a,max,0.05,2035,13.852326014259107,48.12758452391245,914611229500.6198,-19.18446641418655,1.5121002717303988,647808137.645178,74999999.9985897,0.09203157262542697,125.23607847051406,102541.62141042647,0.8418002743724584,600549.5975758584,362655.5035686969,1083117.0686986465,40121.30004373199,964261.9593732379
1987caba,1987,c,a,b,a,min,0.1,2035,-0.0,169.31854923554548,875627904370.1179,,110.80516343794027,-0.0,75000000.00001091,0.1667287600550682,79.05631411867077,0.0,,586772.0801573371,273293.5707122034,1025722.6290866398,40121.30007387419,60866.79703503117
1987caba,1987,c,a,b,a,max,0.1,2035,22.771454302172067,3.030327978912327e-06,953445943751.8464,-16.44583819961175,1.126468679620621,799266356.8392509,74999999.98712985,0.20308681607795942,173.45892913820487,165807.5672175779,0.8627663775054885,618703.0629365904,421421.4686793395,1162158.6033532606,40121.30009085707,868587.2594993304
1987caba,1987,c,a,b,a,min,0.02,2040,-0.0,2020.578922714661,976083454944.4377,,101.12742467112135,-0.0,125000000.00019793,0.17160838361138203,448.50482275636875,0.0,,650765.3921298811,317616.8529545716,1295137.3727219712,31807.900093766715,60337.15612596442
1987caba,1987,c,a,b,a,max,0.02,2040,13.509187361485196,1616.5683603842986,994748380569.4624,-40.00438651276655,4.0393810209489995,1780355273.387356,124999999.64110011,1.3962806307560405,460.4230871557789,105389.00893657492,0.7689820888370483,656202.8863185302,395680.86834517715,1448392.3132220819,31807.90067086319,591880.7930206791
1987caba,1987,c,a,b,a,min,0.05,2040,-0.0,2020.5808668898871,976083512790.7832,,101.12735977793864,-0.0,125000000.00002879,0.3235219269877448,448.50521654698275,0.0,,650767.9347528049,317614.4351737128,1295136.2211631844,31807.900163593218,60342.16156219375
1987caba,1987,c,a,b,a,max,0.05,2040,27.677172047353572,1126.329278424576,1022608676653.0542,-32.88828279818643,3.3101472590063974,2985872021.166115,124999999.77862526,1.1782784638655759,457.44464846209416,210094.96248535186,0.7904172377832445,703144.4121057279,486965.8244276337,1690049.8027312504,31807.900585216175,1639841.8266658196
1987caba,1987,c,a,b,a,min,0.1,2040,-0.0,2020.5794509561429,976083456689.4353,,101.12742316321014,-0.0,125000000.0000211,0.2804019900167575,448.50492625070234,0.0,,650766.6731283511,317614.69243690156,1295140.1053312174,31807.900149911093,60341.540687316956
1987caba,1987,c,a,b,a,max,0.1,2040,45.922081016602206,542.7163806394625,1069199619481.0305,-28.422013439546973,2.840201167109428,4237706498.879607,124999999.9787994,0.10797199919558485,463.071902213154,343714.32786081254,0.8028979833915223,746446.9019955815,572352.6822959718,2145852.0119617735,31807.900050212203,2739489.510047192
1987caba,1987,c,a,b,a,min,0.02,2045,-0.0,1719.772050347582,880516947426.256,,92.53169115865276,-0.0,200000000.00067168,0.22752670931672997,420.69221120495416,0.0,,604304.5697137883,314032.9302136742,1350673.116722812,31807.900135757856,85979.19951448246
1987caba,1987,c,a,b,a,max,0.02,2045,10.524101921879312,1336.127279020563,902886889554.4364,0.0,92.45116255396744,32075282810.129288,199999999.2277726,3.0696340245817404,414.8726913456475,105388.99913775183,0.5968314160354786,610431.9290839224,388399.5225249233,1464234.3265384133,31807.90077301455,593334.7810309755
1987caba,1987,c,a,b,a,min,0.05,2045,-0.0,1719.7704395372818,880516926453.9751,,92.53168674511777,-0.0,200000000.00003195,0.20535799381838768,420.6919712673355,0.0,,604306.0032893489,314033.0120942921,1350671.3602035511,31807.90012874408,85942.44349410088
1987caba,1987,c,a,b,a,max,0.05,2045,24.86368966966288,742.8802889373555,926872746368.3813,-57014.19374683865,5149.542829549262,4195324912734.3184,200014234.186328,3320398.084411053,433.42771159341873,210862.3287672344,0.7052100316589683,655092.2266553593,479659.0299445285,1692193.9403856266,32216.945340743645,1777904.6381987396
1987caba,1987,c,a,b,a,min,0.1,2045,-0.0,1719.7744576158989,880516948843.3933,,92.53170238372992,-0.0,200000000.00008416,0.1104039642168659,420.69265301317205,0.0,,604305.7185850157,314031.5947499827,1350671.7167063178,31807.90006622978,85962.96376383949
1987caba,1987,c,a,b,a,max,0.1,2045,44.593255477252946,190.24258583746695,973073912293.9065,-158.39226376060506,10.921813557882725,15639969213.441534,200001360.95163393,7543105.894082757,486.20433996473867,344993.4555241321,0.775418209466355,697427.1232857362,564712.2971054267,2146846.4797871714,32357.320916589568,2992376.850505974
1987caba,1987,c,a,b,a,min,0.02,2050,-0.0,1462.2850500092254,796205713152.5715,,83.98124111665149,-0.0,275000000.000023,0.31508365237143754,403.20686839603,0.0,,558010.1578561137,312788.29513947567,1476415.6759758175,31807.90014394137,116420.21096654094
1987caba,1987,c,a,b,a,max,0.02,2050,9.399691515259974,1134.356283403788,814391376114.218,-106.24965823526647,8.921673795926619,2779747451.7268114,274999999.99382985,0.00983201061066592,401.0219882873699,80372.84329061913,0.6881903814458173,565546.4957860506,381661.6190743943,1562183.3604700663,31807.900003903105,596951.8138229925
1987caba,1987,c,a,b,a,min,0.05,2050,-0.0,1462.2920535734906,796205503132.9949,,83.98147774387175,-0.0,275000000.0001447,0.23435556148970893,403.2079448680561,0.0,,558012.1528048071,312786.27872873493,1476415.0467037964,31807.900101289633,116406.97154168747
1987caba,1987,c,a,b,a,max,0.05,2050,23.24229529785044,724.8068055820215,842106983476.6705,-49.42188791169149,4.14819688305309,3188116392.224372,274999998.9301922,3.350849725313786,424.43075620741223,175030.697535396,0.7699938120018303,611943.9501603849,471873.5070153637,1748379.69983142,32203.659256446186,1725366.51573235
1987caba,1987,c,a,b,a,min,0.1,2050,-0.0,1462.2839788575848,796205703151.2429,,83.98146104714124,-0.0,275000000.0004174,0.20803764088831195,403.20630326720726,0.0,,558011.1344544201,312786.1323105468,1476420.7133269224,31807.900112988635,116440.60138223662
1987caba,1987,c,a,b,a,max,0.1,2050,41.20788046430442,311.62739960504297,887969097926.9702,-29.267492017386793,1.907408580613781,2562693481.1397386,275000000.0268488,0.46012588126766796,460.10622892110433,290158.8551702426,0.8181217542930946,647845.7217468305,552038.8238934714,2124743.2156578926,32342.628212026804,2911106.2801005007
1987cbba,1987,c,b,b,a,min,0.02,2025,-0.0,9.474992119913852e-07,988319880259.6135,,59.11512597778411,-0.0,0.0,0.09603297758856008,7.154780144731141,0.0,,353599.18875898514,48697.49102139482,372491.47266535426,99790.10002968319,0.035968589640691655
1987cbba,1987,c,b,b,a,max,0.02,2025,3.8502393041045946,2.3037458431133251e-07,1003144621896.9446,-14.317619569676715,0.8447639585145693,105985432.50704968,-26.519843591659765,0.03008872773642724,7.154780007495225,24948.18315251653,0.9996456136693167,376381.75777074427,53470.23501282308,390147.76264192746,99790.1000089854,0.010742070318698284
1987cbba,1987,c,b,b,a,min,0.05,2025,-0.0,5.097044065621839e-06,988319880634.808,,59.12218442325306,-0.0,0.0,0.4521434302907522,7.1547811051320025,0.0,,353599.11404699995,48697.497929267905,372491.4685726245,99790.10014936219,0.19502227815999973
1987cbba,1987,c,b,b,a,max,0.05,2025,9.089031831523872,7.388020457833272e-08,1025381817948.2236,-12.36855762472449,0.5559844619567338,155805826.90616548,-39.59410395060763,0.0191755239302263,7.154780096746765,58887.60842290942,0.9997489872199019,399078.6868824296,74110.5334809272,402941.60795817047,99790.10000578241,0.007154638850542142
1987cbba,1987,c,b,b,a,min,0.1,2025,-0.0,5.097044065621839e-06,988319880634.808,,59.12218442325306,-0.0,0.0,0.4521434302907522,7.1547811051320025,0.0,,353599.11404699995,48697.497929267905,372491.4685726245,99790.10014936219,0.19502227815999973
1987cbba,1987,c,b,b,a,max,0.1,2025,16.91878849429725,9.925689200440478e-07,1062443811366.8159,-11.829707516772416,0.48264548400041174,253548952.34835294,-8.078643816673548,0.35246795841332,55.226275779642776,109615.43341799968,0.9997578460776505,432164.45955196046,104853.1746371764,408461.77473434166,99790.10009731271,0.14389197699675393
1987cbba,1987,c,b,b,a,min,0.02,2030,-0.0,1.0277835178557813e-06,940883395334.334,,68.0641024099682,-0.0,50000000.00000952,0.1052534415797175,57.154780219153714,0.0,,467434.32692812907,136138.033949416,651525.4604991918,76584.00003594042,3954.7673813301517
1987cbba,1987,c,b,b,a,max,0.02,2030,4.171294308968065,6.7750420485085615e-06,956428410194.5471,-16.241148152810926,1.0423202985934135,140017049.30857557,49999999.93952973,0.844021078472037,57.15478228952877,27094.456498590323,0.9926029371639794,475095.7884534206,159561.86331216694,660209.7150114182,76584.00026745442,5583.758793268082
1987cbba,1987,c,b,b,a,min,0.05,2030,-0.0,4.087905375177879e-06,940883411339.4172,,68.06421976475124,-0.0,50000000.00017149,0.41630156665354545,57.154781035724284,0.0,,467434.16560872534,136138.04744028847,651525.9374456769,76584.00012947369,3955.2182170551637
1987cbba,1987,c,b,b,a,max,0.05,2030,9.40529558098704,2.598637737477776e-07,979516455858.4016,-14.76683214547805,0.765506997803872,231722131.92826968,50000000.00019301,0.038136723623816274,76.66811961150331,61293.769870713266,0.9916504539461634,498249.93775595503,184274.15045153792,676955.13289614,76584.00001218545,32000.382378968992
1987cbba,1987,c,b,b,a,min,0.1,2030,-0.0,1.0667970881040975e-06,940883395517.4109,,68.06408210346073,-0.0,50000000.000029035,0.1087726225931785,57.15478022014621,0.0,,467434.14932401595,136138.07677327335,651525.9179621155,76584.00003457579,3955.3683300926223
1987cbba,1987,c,b,b,a,max,0.1,2030,17.50964856446989,9.803097008564951e-07,1018017042665.5205,-14.210016223033136,0.7133750239412748,407537606.665198,49999999.97002142,0.14192181310933183,131.3925512323,114144.02985622438,0.9913068125836209,518704.5540228096,229822.0658671161,688236.6864448478,76584.00004761208,22482.673035419248
1987cbba,1987,c,b,b,a,min,0.02,2035,-0.0,103.23858720496726,861206789539.7268,,101.77685907071518,-0.0,150000000.0000927,1.170747735541677,157.15478187427732,0.0,,572457.1168348878,232957.34513017975,998930.176667403,40121.30040119183,102445.75801279496
1987cbba,1987,c,b,b,a,max,0.02,2035,6.367529918230537,51.83003358736788,876002850192.017,-22.38929021747168,1.9405479632482543,378354253.202874,150000000.00394028,0.9611467066588563,157.1547826753463,47966.21067889391,0.8236715231143552,556925.81319067,288164.4872509068,998887.4226489787,40121.30035980576,220029.20715992927
1987cbba,1987,c,b,b,a,min,0.05,2035,-0.0,103.23860336514562,860554360864.1464,,101.77684952211035,-0.0,150000000.00003242,0.4231533860594959,157.15478059284325,0.0,,572456.6707244401,232957.99164606055,998930.1690288452,40121.30014930835,102432.49486263617
1987cbba,1987,c,b,b,a,max,0.05,2035,12.281498139566848,1.0429212922840757e-06,898882728432.9669,-17.82430470367222,1.2821886384527266,483910649.3647319,149999999.99947333,0.08439313859008074,178.29995727297867,91181.55897790474,0.8438465619892783,555372.7182629936,339529.22569052526,1036510.6006082074,40121.30003044019,663376.7197678814
1987cbba,1987,c,b,b,a,min,0.1,2035,-0.0,103.23863471730188,861227003422.4293,,101.77684704494555,-0.0,150000000.00003245,0.3862560374082053,157.15478065364806,0.0,,572456.7589631408,232957.82635409315,998930.3790713777,40121.3001298451,102436.10010247998
1987cbba,1987,c,b,b,a,max,0.1,2035,20.506086486814397,1.2342666555954555e-06,937015356757.7432,-16.059898417512965,1.0482398585515607,671618397.6100792,150000000.00030732,0.12776323923740782,234.7496000980976,144293.84930627514,0.900995301129976,570261.3370059192,379482.7721232583,1112759.889780573,40121.300040847455,320888.4659865799
1987cbba,1987,c,b,b,a,min,0.02,2040,-0.0,1438.362156075027,939365874850.7703,,101.16126898449204,-0.0,250000000.00005215,0.28794894495716516,453.9110401876727,0.0,,657464.3861781943,306003.26014715293,1317590.027919698,31807.900098347076,96614.2616463836
1987cbba,1987,c,b,b,a,max,0.02,2040,14.856644050532559,927.258102845418,957105593724.4268,-39.25915931818207,3.958269816053784,1914413287.4719434,249999999.96925223,2.332722310610035,452.6902283523459,114884.55926541523,0.7721445823937024,687096.1769564066,401429.35215134115,1475066.442805658,31807.90073325072,1259533.3512376687
1987cbba,1987,c,b,b,a,min,0.05,2040,-0.0,1438.3622933000572,939365881197.2283,,101.16126748738009,-0.0,250000000.0003835,0.4723583337538046,453.91109144020857,0.0,,657463.9377815817,306003.9884292395,1317585.6121429636,31807.9001399435,96601.08925836369
1987cbba,1987,c,b,b,a,max,0.05,2040,26.36143887413755,595.21359301937,984074778557.87,-32.99981180364218,3.310083328843407,2836800194.6642823,249999999.66768265,2.652375067387141,464.438975394978,199975.8177918982,0.7910978895899391,704805.0926439875,469006.5658217866,1670213.045755235,31807.900954464676,2118391.339777314
1987cbba,1987,c,b,b,a,min,0.1,2040,-0.0,1438.3618228999212,939365933535.0824,,101.16126727470483,-0.0,250000000.00011614,0.29632503236591234,453.9109956040523,0.0,,657464.5319217555,306003.90199447796,1317586.3966425122,31807.900103665717,96604.85681677192
1987cbba,1987,c,b,b,a,max,0.1,2040,43.63095814119592,169.77133456026567,1028699285562.6422,-21.870064095060247,1.8635051519801675,2577029652.076173,249999999.9742273,0.8588363055973218,496.5966369614667,321855.0188596654,0.8150271288859896,726100.781705484,567800.3117822886,2010642.4886937146,31807.900278694662,2471453.810200241
1987cbba,1987,c,b,b,a,min,0.02,2045,-0.0,759.4019077123706,833972302388.4591,,92.520459274288,-0.0,400000000.00018317,0.640154260577569,423.7040114122774,0.0,,611497.7685064592,306362.17895284854,1424989.1657450858,31807.900237053702,111602.17919581074
1987cbba,1987,c,b,b,a,max,0.02,2045,11.837477552748238,375.55331715825633,857948754324.9949,0.0,89.5682194642374,32923626999.08925,399999999.28878736,9.14871674422479,439.95476987225874,114884.55802057488,0.6131552075828386,637899.7475631671,393376.65260851587,1472996.699567121,31807.90252556544,2430803.200241842
1987cbba,1987,c,b,b,a,min,0.05,2045,-0.0,759.4109979043953,833972297926.0828,,92.52074195227004,-0.0,400000000.0000341,0.5192580730779222,423.7077811616995,0.0,,611497.3199430958,306362.8033475877,1424989.5115553392,31807.90017639808,111604.13581948906
1987cbba,1987,c,b,b,a,max,0.05,2045,,,,,,,,,,,,,,,,
1987cbba,1987,c,b,b,a,min,0.1,2045,-0.0,759.4112147894514,833972356883.9567,,92.52158585484028,-0.0,400000000.00001645,0.17493584741411405,423.70671176997064,0.0,,611497.9140791044,306362.7588204591,1424987.145197328,31807.900067383103,112186.7844642458
1987cbba,1987,c,b,b,a,max,0.1,2045,,,,,,,,,,,,,,,,
1987cbba,1987,c,b,b,a,min,0.02,2050,-0.0,424.8702876383301,754173503428.6016,,76.78428965722831,-0.0,550000000.0001664,1.0670923223358475,551.2224671543529,0.0,,562021.2005263108,302124.8410951102,1467487.1788447623,31807.90028669131,448088.44656033785
1987cbba,1987,c,b,b,a,max,0.02,2050,9.139924663945957,327.29360375766277,780080023103.6606,0.0,64.5265209626692,18224185162.415817,510236688.2810307,6.2551772896745135,523.4379306908173,89936.37172201519,0.5959839765525673,587659.3405042836,379427.35278520937,1445230.9315576586,31807.901179914923,2820174.738656997
1987cbba,1987,c,b,b,a,min,0.05,2050,-0.0,424.87171272179876,754173533316.8635,,76.7844449142906,-0.0,550000000.0003349,0.2802829780078647,551.2228779720647,0.0,,562020.7519365792,302123.78034886613,1467490.177040713,31807.90007389442,448159.1436094743
1987cbba,1987,c,b,b,a,max,0.05,2050,,,,,,,,,,,,,,,,
1987cbba,1987,c,b,b,a,min,0.1,2050,-0.0,424.8725327182819,754173525997.4122,,76.7844793824793,-0.0,550000000.0000509,0.3479925095226032,551.2229698489322,0.0,,562021.3460691966,302123.732685445,1467489.5560502675,31807.900106892557,448166.7603295096
1987cbba,1987,c,b,b,a,max,0.1,2050,,,,,,,,,,,,,,,,
1987ccba,1987,c,c,b,a,min,0.02,2025,-0.0,4.55211066133867e-06,988429722806.8933,,59.1085656527086,-0.0,0.0,0.4512200480094873,7.154780991278627,0.0,,353599.1070716334,48697.4958283316,372491.46863135975,99790.1001237251,0.1474853911637333
1987ccba,1987,c,c,b,a,max,0.02,2025,3.841305936024935,3.3660733840698337e-07,1003103112232.0776,-14.319559280171248,0.8448216491734927,105764685.25313835,-53.827333180010555,0.05319536678906557,7.154780058709816,24890.310401916806,0.9996451196128067,376388.8681076538,53429.32246072391,390063.02100861596,99790.1000144406,0.017695249498581523
1987ccba,1987,c,c,b,a,min,0.05,2025,-0.0,5.024395509114852e-07,988276490888.9226,,59.113678710077735,-0.0,0.0,0.05294232985359138,7.154780062150969,0.0,,353599.20055845997,48697.490371445965,372491.4734782875,99790.10001659932,0.02012785896988057
1987ccba,1987,c,c,b,a,max,0.05,2025,9.069602396422601,5.1173433298417496e-08,1025339388119.4565,-12.37011889026975,0.5562971212400969,155558458.68418577,5.416362180115357,0.011812985285901472,7.1547800166819195,58761.72715696479,0.9997489607646507,399098.40447863494,74054.37953692,402870.7686848092,99790.10000318268,0.003601565572133101
1987ccba,1987,c,c,b,a,min,0.1,2025,-0.0,1.4181352592160872e-07,988276482228.8301,,59.121883138032565,-0.0,0.0,0.015086409021735206,7.154779971147708,0.0,,353599.20687973883,48697.489641125576,372491.4738448595,99790.10000456296,0.005548759350085357
1987ccba,1987,c,c,b,a,max,0.1,2025,16.91807006175707,1.409413796587876e-06,1062399847929.3711,-11.829725424066694,0.4825137544548309,253537915.0422051,-6.190020719717722,0.3555199776032025,55.221400212370945,109610.77869984102,0.9997578465616324,432160.304495265,104851.21442458738,408458.38372090366,99790.10008586479,0.13820958244313297
